Gene_ID	KOFAM
UHM41.35757__k141_110720_24	K02418
UHM41.35757__k141_168874_24	NA
UHM41.35757__k141_2919_17	NA
UHM41.35757__k141_188175_167	K03589
UHM41.35757__k141_21895_37	K03744
UHM41.35757__k141_28647_11	NA
UHM41.35757__k141_150045_2	NA
UHM41.35757__k141_169892_18	K02168
UHM41.35757__k141_144019_6	NA
UHM41.35757__k141_43057_16	NA
UHM41.35757__k141_94191_26	NA
UHM41.35757__k141_112774_27	K02014
UHM41.35757__k141_112774_27	K16090
UHM41.35757__k141_17515_46	K02624
UHM43.10836__k141_145469_8	K22452
UHM43.10836__k141_46756_82	NA
UHM43.10836__k141_46756_178	K01989
UHM43.10836__k141_46756_402	K04562
UHM43.10836__k141_53052_163	K20035
UHM43.10836__k141_53052_195	K02016
UHM43.10836__k141_53052_259	K17723
UHM43.10836__k141_53052_291	NA
UHM43.10836__k141_53052_355	K01640
UHM43.10836__k141_53052_419	NA
UHM43.10836__k141_53052_483	NA
UHM43.10836__k141_53052_515	K00285
UHM43.10836__k141_53052_547	NA
UHM43.10836__k141_161216_524	K01933
UHM43.10836__k141_156741_16	K01998
UHM43.10836__k141_156741_400	K06985
UHM43.10836__k141_53207_54	K04771
UHM43.10836__k141_53207_86	K02275
UHM43.10836__k141_53207_182	K07795
UHM43.10836__k141_125838_4	K01996
UHM43.10836__k141_125838_36	K03549
UHM43.10836__k141_63839_26	NA
UHM43.10836__k141_27730_27	K07090
UHM43.10836__k141_94731_9	NA
UHM43.10836__k141_94731_41	K01997
UHM43.10836__k141_100798_27	K02014
UHM43.10836__k141_146915_919	K02600
UHM43.10836__k141_158559_39	K07795
UHM43.10836__k141_7417_30	K03919
UHM43.10836__k141_147314_22	K00799
UHM43.10836__k141_123323_40	NA
UHM43.10836__k141_137143_129	K01710
UHM43.10836__k141_163085_81	K00382
UHM43.10836__k141_163085_433	K15738
UHM43.10836__k141_14072_2	NA
UHM43.10836__k141_14072_66	K02388
UHM43.10836__k141_106663_82	K03594
UHM43.10836__k141_149303_61	K01992
UHM43.10836__k141_15338_28	K01626
UHM43.10836__k141_106879_41	NA
UHM43.10836__k141_77140_309	K01649
UHM43.10836__k141_9373_32	NA
UHM43.10836__k141_91652_88	K00043
UHM44.10837__k141_76012_1	K05834
UHM44.10837__k141_25989_1	K23541
UHM44.10837__k141_31418_1	NA
UHM44.10837__k141_77756_1	K07397
UHM45.10838__k141_11002_67	NA
UHM45.10838__k141_33124_4	NA
UHM45.10838__k141_110366_3	K09125
UHM45.10838__k141_88445_113	K03426
UHM45.10838__k141_22196_35	K08083
UHM45.10838__k141_29844_36	K04087
UHM45.10838__k141_91969_119	NA
UHM45.10838__k141_37360_70	NA
UHM45.10838__k141_66630_27	K04096
UHM45.10838__k141_8307_43	K01546
UHM45.10838__k141_19182_1	NA
UHM45.10838__k141_48064_15	K15576
UHM45.10838__k141_48064_15	K22067
UHM45.10838__k141_8354_17	K04761
UHM45.10838__k141_58926_7	K01547
UHM45.10838__k141_58926_359	NA
UHM45.10838__k141_58926_743	K00252
UHM45.10838__k141_58926_775	K00164
UHM45.10838__k141_77937_129	K03077
UHM45.10838__k141_59023_14	NA
UHM45.10838__k141_15982_36	NA
UHM45.10838__k141_70383_7	K01524
UHM45.10838__k141_59195_98	K20023
UHM45.10838__k141_44827_14	NA
UHM45.10838__k141_96120_74	NA
UHM45.10838__k141_16414_32	NA
UHM45.10838__k141_96226_2	NA
UHM45.10838__k141_96226_66	K02282
UHM45.10838__k141_27017_34	NA
UHM45.10838__k141_12724_65	NA
UHM45.10838__k141_12724_97	NA
UHM45.10838__k141_70523_18	NA
UHM45.10838__k141_100077_68	K00151
UHM45.10838__k141_100077_164	NA
UHM45.10838__k141_48900_17	K03750
UHM45.10838__k141_115245_133	K03543
UHM45.10838__k141_52747_154	NA
UHM45.10838__k141_5510_151	K00790
UHM45.10838__k141_27203_33	NA
UHM45.10838__k141_39237_17	K21703
UHM45.10838__k141_108333_38	K00123
UHM45.10838__k141_108333_70	K00652
UHM45.10838__k141_60556_89	NA
UHM45.10838__k141_105724_14	K06373
UHM45.10838__k141_105724_14	K06374
UHM45.10838__k141_17969_102	K06942
UHM45.10838__k141_6864_17	K11733
UHM45.10838__k141_109339_19	NA
UHM45.35758__k141_133354_32	NA
UHM45.35758__k141_222388_89	NA
UHM45.35758__k141_7724_3	NA
UHM45.35758__k141_118941_28	NA
UHM45.35758__k141_141272_2	NA
UHM45.35758__k141_208196_88	NA
UHM45.35758__k141_111631_254	K07568
UHM45.35758__k141_133621_84	K18336
UHM45.35758__k141_133621_116	NA
UHM45.35758__k141_133621_180	NA
UHM45.35758__k141_133621_308	K00059
UHM45.35758__k141_60186_17	NA
UHM45.35758__k141_201160_86	K01652
UHM45.35758__k141_201160_150	NA
UHM45.35758__k141_201160_182	K06077
UHM45.35758__k141_8254_33	K03406
UHM45.35758__k141_156210_71	K00138
UHM45.35758__k141_156210_519	K14260
UHM45.35758__k141_156210_711	K00573
UHM45.35758__k141_24082_9	K22112
UHM45.35758__k141_2204_64	K03762
UHM45.35758__k141_2204_224	K01996
UHM45.35758__k141_156774_218	K08264
UHM45.35758__k141_134523_107	NA
UHM45.35758__k141_195675_4	NA
UHM45.35758__k141_129036_162	K02600
UHM45.35758__k141_129036_226	K00010
UHM45.35758__k141_2827_21	K07058
UHM45.35758__k141_25414_276	K03574
UHM45.35758__k141_4004_85	K07347
UHM45.35758__k141_25709_70	NA
UHM45.35758__k141_100021_447	K01560
UHM45.35758__k141_100021_543	NA
UHM45.35758__k141_220143_29	K02400
UHM45.35759__k141_41403_221	NA
UHM45.35759__k141_29143_5	K00249
UHM45.35759__k141_29143_69	K11690
UHM45.35759__k141_29143_69	K21393
UHM45.35759__k141_29143_101	K09990
UHM45.35759__k141_99574_2	NA
UHM45.35759__k141_99574_34	NA
UHM45.35759__k141_62224_161	K09780
UHM45.35759__k141_62224_193	NA
UHM45.35759__k141_242_13	K00054
UHM45.35759__k141_242_45	K05799
UHM45.35759__k141_242_109	K00626
UHM45.35759__k141_242_141	NA
UHM45.35759__k141_242_173	K08966
UHM45.35759__k141_103677_31	K03668
UHM45.35759__k141_112225_20	K00912
UHM45.35759__k141_37800_4	NA
UHM45.35759__k141_37800_36	K01996
UHM45.35759__k141_37800_164	NA
UHM45.35759__k141_41991_58	K18326
UHM45.35759__k141_55000_55	K03832
UHM45.35759__k141_55000_119	NA
UHM45.35759__k141_88188_51	K01058
UHM45.35759__k141_117004_37	NA
UHM45.35759__k141_117004_197	K03566
UHM45.35759__k141_88213_41	K04759
UHM45.35759__k141_88213_169	K02112
UHM45.35759__k141_96340_171	K01740
UHM45.35759__k141_33804_316	K00858
UHM45.35759__k141_33804_444	K03303
UHM45.35759__k141_33804_476	K03100
UHM45.35759__k141_33804_508	K04043
UHM45.35759__k141_117320_72	NA
UHM45.35759__k141_117320_104	K00287
UHM45.35759__k141_34055_211	K03595
UHM45.35759__k141_81174_105	NA
UHM45.35759__k141_114170_38	K01920
UHM45.35759__k141_6755_26	NA
UHM45.35759__k141_89567_14	K09144
UHM45.35759__k141_28900_157	K01465
UHM45.35759__k141_52422_99	K05882
UHM45.35759__k141_33072_15	NA
UHM45.35759__k141_60838_183	K01053
UHM45.35759__k141_60838_183	K13874
UHM45.35759__k141_49072_89	NA
UHM45.35759__k141_86808_23	NA
UHM45.35759__k141_86808_87	NA
UHM45.35759__k141_53792_62	NA
UHM56.10839__k141_99294_70	K07006
UHM56.10839__k141_71030_22	K00007
UHM56.10839__k141_75672_14	K01999
UHM56.10839__k141_80575_5	K01883
UHM56.10839__k141_108737_1	K02030
UHM56.10839__k141_108737_1	K10001
UHM56.10839__k141_108737_65	NA
UHM56.10839__k141_71108_12	NA
UHM56.10839__k141_52087_70	NA
UHM56.10839__k141_33644_212	NA
UHM56.10839__k141_52111_38	K07019
UHM56.10839__k141_132642_55	NA
UHM56.10839__k141_90340_14	K02071
UHM56.10839__k141_24386_13	K06180
UHM56.10839__k141_104657_16	K01428
UHM56.10839__k141_114582_54	NA
UHM56.10839__k141_90895_5	NA
UHM56.10839__k141_10727_24	K01968
UHM56.10839__k141_10727_24	K13777
UHM56.10839__k141_11139_41	K03630
UHM56.10839__k141_76311_46	NA
UHM56.10839__k141_76311_430	NA
UHM56.10839__k141_96088_24	K00344
UHM56.10839__k141_6133_246	K05845
UHM56.10839__k141_57689_10	K07391
UHM56.10839__k141_57689_42	K07795
UHM56.10839__k141_72234_16	K03820
UHM56.10839__k141_72234_48	K02034
UHM56.10839__k141_87473_54	K00970
UHM56.10839__k141_100796_19	K01778
UHM56.10839__k141_134444_108	NA
UHM56.10839__k141_101592_113	NA
UHM56.10839__k141_93486_26	NA
UHM56.10839__k141_78820_60	NA
UHM56.10839__k141_40489_1064	K00956
UHM56.10839__k141_40489_1448	K00764
UHM56.10839__k141_40809_37	K03307
UHM56.10839__k141_40809_133	K06194
UHM56.10839__k141_9385_4	NA
UHM72.35762__k141_63611_32	K03321
UHM72.35762__k141_63664_106	K03525
UHM72.35762__k141_12195_106	K07795
UHM72.35762__k141_12195_170	K03928
UHM72.35762__k141_12195_202	K02510
UHM72.35762__k141_87976_6	NA
UHM72.35762__k141_111553_146	K11897
UHM72.35762__k141_111553_178	NA
UHM72.35762__k141_91723_31	NA
UHM72.35762__k141_24381_238	NA
UHM72.35762__k141_88293_68	NA
UHM72.35762__k141_88293_132	K04047
UHM72.35762__k141_48448_36	K03566
UHM72.35762__k141_83953_20	K02029
UHM72.35762__k141_83953_20	K09970
UHM72.35762__k141_83953_180	K07795
UHM72.35762__k141_101282_91	K09939
UHM72.35762__k141_101282_123	K06024
UHM72.35762__k141_21460_3	K00019
UHM72.35762__k141_21460_35	K07795
UHM72.35762__k141_21460_67	NA
UHM72.35762__k141_21460_99	NA
UHM72.35762__k141_9436_89	NA
UHM72.35762__k141_105222_10	K09933
UHM72.35762__k141_121724_58	K11719
UHM72.35762__k141_38507_11	K07160
UHM72.35762__k141_38507_43	K07559
UHM72.35762__k141_42566_14	K01810
UHM72.35762__k141_42566_46	NA
UHM72.35762__k141_50562_90	K19416
UHM72.35762__k141_118337_32	NA
UHM72.35762__k141_27220_1	K00850
UHM72.35762__k141_10733_206	K03654
UHM72.35762__k141_15222_3	NA
UHM72.35762__k141_22905_23	K02014
UHM72.35763__k141_52718_29	K03589
UHM72.35763__k141_43463_3	K03597
UHM72.35763__k141_80706_28	NA
UHM72.35763__k141_31124_6	NA
UHM72.35763__k141_68451_6	NA
UHM72.35763__k141_68713_18	NA
UHM72.35763__k141_31612_5	K07229
UHM72.35763__k141_4244_16	K10026
UHM72.35763__k141_1242_9	K20034
UHM72.35763__k141_60307_12	NA
UHM72.35763__k141_47354_7	K01738
UHM72.35763__k141_7591_10	K03582
UHM72.35763__k141_85075_15	K14063
UHM72.35763__k141_85075_47	K01955
UHM72.35763__k141_57245_11	K01998
UHM72.35763__k141_27004_5	NA
UHM72.35763__k141_53840_5	K18911
UHM72.35763__k141_81993_24	K02028
UHM72.35763__k141_23922_8	K00254
UHM72.35763__k141_8459_23	K03072
UHM72.35763__k141_67614_2	NA
UHM72.35763__k141_24009_8	K03546
UHM72.35763__k141_39290_5	K02014
UHM72.35763__k141_39290_5	K16090
UHM72.35763__k141_33644_45	K18139
UHM72.35763__k141_92108_17	K21019
UHM72.35763__k141_11829_10	K01685
UHM72.35763__k141_54737_9	K03862
UHM72.35764__k141_62165_6	K03319
UHM72.35764__k141_112165_606	K00141
UHM72.35764__k141_112165_766	K02838
UHM72.35764__k141_135070_20	K14974
UHM72.35764__k141_78873_94	K00681
UHM72.35764__k141_146595_39	K06190
UHM72.35764__k141_35202_114	K18890
UHM72.35764__k141_151833_94	K03147
UHM72.35764__k141_29724_11	NA
UHM72.35764__k141_97692_208	NA
UHM72.35764__k141_142742_31	K02529
UHM72.35764__k141_159305_283	K07147
UHM72.35764__k141_21517_125	K02033
UHM72.35764__k141_21517_125	K13894
UHM72.35764__k141_137124_133	K01869
UHM72.35764__k141_137124_197	K01556
UHM72.35764__k141_132840_202	NA
UHM72.35764__k141_69661_31	K03797
UHM72.35764__k141_105600_184	K01596
UHM72.35764__k141_105600_216	K18118
UHM72.35764__k141_105600_280	K03554
UHM72.35764__k141_54202_7	K01258
UHM72.35764__k141_54202_231	K03701
UHM72.35764__k141_69899_27	K07165
UHM72.35764__k141_150738_67	NA
UHM72.35764__k141_49373_74	K02379
UHM72.35764__k141_49373_106	K00019
UHM72.35764__k141_165267_183	K00058
UHM72.35764__k141_55448_100	K02390
UHM72.35764__k141_165492_11	K03284
UHM72.35764__k141_122950_18	K01868
UHM102.10840__k141_10144_2	K07278
UHM102.10840__k141_67764_4	NA
UHM102.10840__k141_47476_3	K10947
UHM102.10840__k141_30883_4	K02488
UHM102.10840__k141_68030_1	K07795
UHM102.10840__k141_91423_3	K00140
UHM102.10840__k141_91935_57	NA
UHM102.10840__k141_79725_3	K06861
UHM102.10840__k141_103407_1	NA
UHM102.10840__k141_2623_3	NA
UHM102.10840__k141_96110_2	K01005
UHM102.10840__k141_103805_2	K00799
UHM102.10840__k141_82002_8	NA
UHM102.10840__k141_82008_3	NA
UHM102.10840__k141_15411_3	K04782
UHM102.10840__k141_73506_1	K00262
UHM102.35765__k141_23984_27	K12262
UHM102.35765__k141_23984_91	NA
UHM102.35765__k141_52936_81	K02420
UHM102.35765__k141_38581_20	K02042
UHM102.35765__k141_38581_116	K00928
UHM102.35765__k141_138585_108	K21572
UHM102.35765__k141_48274_5	NA
UHM102.35765__k141_48274_37	NA
UHM102.35765__k141_43261_34	K13599
UHM102.35765__k141_143677_23	K01673
UHM102.35765__k141_143677_87	K02033
UHM102.35765__k141_143677_183	NA
UHM102.35765__k141_38733_11	NA
UHM102.35765__k141_76818_41	K01796
UHM102.35765__k141_124473_115	K25137
UHM102.35765__k141_1285_41	K01265
UHM102.35765__k141_33911_56	K02667
UHM102.35765__k141_29291_30	K00656
UHM102.35765__k141_139088_17	K01372
UHM102.35765__k141_67682_523	NA
UHM102.35765__k141_148405_25	NA
UHM102.35765__k141_106034_178	K02072
UHM102.35765__k141_10444_7	NA
UHM102.35765__k141_59197_39	K01874
UHM102.35765__k141_26183_29	K09800
UHM102.35765__k141_149437_164	NA
UHM102.35765__k141_149437_196	K05921
UHM102.35765__k141_149437_356	K03561
UHM102.35765__k141_11664_5	NA
UHM102.35765__k141_88887_202	NA
UHM102.35765__k141_11880_122	NA
UHM102.35765__k141_11880_218	NA
UHM102.35765__k141_64970_227	NA
UHM102.35765__k141_64970_323	K04565
UHM102.35765__k141_107541_57	NA
UHM102.35765__k141_107541_89	K07484
UHM102.35765__k141_75028_285	NA
UHM102.35765__k141_70930_29	NA
UHM102.35765__k141_113299_23	K19338
UHM102.35765__k141_113299_55	K01995
UHM102.35765__k141_113299_87	NA
UHM102.35766__k141_32415_16	K03405
UHM102.35766__k141_102467_53	K00799
UHM102.35766__k141_118989_9	K03292
UHM102.35766__k141_167698_3	NA
UHM102.35766__k141_893_9	K07793
UHM102.35766__k141_33417_99	K16137
UHM102.35766__k141_33417_131	K01295
UHM102.35766__k141_33417_163	K02050
UHM102.35766__k141_71552_15	K07010
UHM102.35766__k141_12226_89	K21053
UHM102.35766__k141_12226_121	K04759
UHM102.35766__k141_12226_153	NA
UHM102.35766__k141_17313_215	K03769
UHM102.35766__k141_17313_279	NA
UHM102.35766__k141_17313_471	NA
UHM102.35766__k141_82375_17	K09760
UHM102.35766__k141_2320_32	NA
UHM102.35766__k141_50404_59	NA
UHM102.35766__k141_163371_258	K19784
UHM102.35766__k141_126160_142	K08309
UHM102.35766__k141_131600_450	K02454
UHM102.35766__k141_131600_482	K03575
UHM102.35766__k141_131600_546	K00859
UHM102.35766__k141_14013_68	K00161
UHM102.35766__k141_116242_83	K19575
UHM102.35766__k141_51846_7	K01206
UHM102.35766__k141_164891_5	K10206
UHM102.35766__k141_106304_6	K07340
UHM102.35766__k141_159396_329	K01607
UHM102.35766__k141_159626_3	K02429
UHM102.35766__k141_37051_16	K03587
UHM102.35767__k141_162794_44	K03577
UHM102.35767__k141_29048_25	NA
UHM102.35767__k141_29048_57	NA
UHM102.35767__k141_163214_36	K13021
UHM102.35767__k141_163214_68	NA
UHM102.35767__k141_15328_16	NA
UHM102.35767__k141_157156_18	K02014
UHM102.35767__k141_157156_18	K16088
UHM102.35767__k141_72035_27	NA
UHM102.35767__k141_72035_91	K05521
UHM102.35767__k141_135395_143	K02065
UHM102.35767__k141_135395_303	NA
UHM102.35767__k141_135395_335	NA
UHM102.35767__k141_107765_7	NA
UHM102.35767__k141_207362_4	NA
UHM102.35767__k141_150669_247	K07335
UHM102.35767__k141_150669_279	K24206
UHM102.35767__k141_150922_71	NA
UHM102.35767__k141_102675_20	NA
UHM102.35767__k141_102675_52	NA
UHM102.35767__k141_52533_70	K02409
UHM102.35767__k141_132393_29	K03617
UHM102.35767__k141_215033_58	K08303
UHM102.35767__k141_61952_68	K06168
UHM102.35767__k141_61952_100	NA
UHM102.35767__k141_61952_196	NA
UHM102.35767__k141_210580_66	NA
UHM102.35767__k141_176577_3	NA
UHM125.35768__k141_140400_14	K01679
UHM125.35768__k141_140400_46	K19055
UHM125.35768__k141_135374_28	K03566
UHM125.35768__k141_135374_124	NA
UHM125.35768__k141_135374_284	NA
UHM125.35768__k141_135374_380	NA
UHM125.35768__k141_41184_34	NA
UHM125.35768__k141_155578_15	NA
UHM125.35768__k141_91114_58	K03218
UHM125.35768__k141_146810_150	NA
UHM125.35768__k141_136480_143	K16164
UHM125.35768__k141_136480_175	K02033
UHM125.35768__k141_141394_84	K03753
UHM125.35768__k141_141394_180	K07795
UHM125.35768__k141_141394_372	K01956
UHM125.35768__k141_156793_112	NA
UHM125.35768__k141_64069_34	K01647
UHM125.35768__k141_113813_11	K01908
UHM125.35768__k141_113813_171	K04101
UHM125.35768__k141_157370_164	NA
UHM125.35768__k141_128326_130	K03497
UHM125.35768__k141_128326_194	NA
UHM125.35768__k141_134143_58	K02227
UHM125.35768__k141_134143_90	K11175
UHM125.35769__k141_214578_11	K07734
UHM125.35769__k141_214578_75	K22270
UHM125.35769__k141_233169_47	K02014
UHM125.35769__k141_250781_17	NA
UHM125.35769__k141_99411_50	K07091
UHM125.35769__k141_99411_178	K01439
UHM125.35769__k141_143580_26	K02657
UHM125.35769__k141_64006_174	K07687
UHM125.35769__k141_64006_302	NA
UHM125.35769__k141_180333_27	K19577
UHM125.35769__k141_261541_3	K07107
UHM125.35769__k141_10992_31	K21012
UHM125.35769__k141_10992_127	K02014
UHM125.35769__k141_10992_127	K16088
UHM125.35769__k141_243744_20	K07795
UHM125.35769__k141_199736_1	K01708
UHM125.35769__k141_218193_84	K07649
UHM125.35769__k141_128805_5	K02013
UHM125.35769__k141_128805_5	K23188
UHM125.35769__k141_211063_11	K02444
UHM125.35769__k141_32468_41	K02046
UHM125.35769__k141_229265_2	NA
UHM125.35770__k141_50635_183	K06923
UHM125.35770__k141_151794_2	NA
UHM125.35770__k141_192741_52	NA
UHM125.35770__k141_253595_49	K02410
UHM125.35770__k141_102080_8	NA
UHM125.35770__k141_233539_46	NA
UHM125.35770__k141_304522_66	K01952
UHM125.35770__k141_32148_54	NA
UHM125.35770__k141_143411_14	K07735
UHM125.35770__k141_32644_11	K06917
UHM125.35770__k141_225191_29	K02402
UHM125.35770__k141_13565_114	NA
UHM125.35770__k141_226120_13	K01996
UHM125.35770__k141_216075_48	NA
UHM125.35770__k141_306595_20	K07568
UHM125.35770__k141_55041_16	K05837
UHM125.35770__k141_277049_14	K00788
UHM125.35770__k141_227506_59	K07795
UHM145.35771__k141_32607_8	K02037
UHM145.35771__k141_51193_1	NA
UHM145.35771__k141_111535_20	K06991
UHM145.35771__k141_111535_52	NA
UHM145.35771__k141_111535_116	NA
UHM145.35771__k141_55926_226	K06153
UHM145.35771__k141_98053_22	K07795
UHM145.35771__k141_14574_9	NA
UHM145.35771__k141_139905_61	K07090
UHM145.35771__k141_125908_184	K05561
UHM145.35771__k141_5466_104	NA
UHM145.35771__k141_28980_13	K10563
UHM145.35771__k141_28980_45	NA
UHM145.35771__k141_98788_84	K02470
UHM145.35771__k141_71065_5	NA
UHM145.35771__k141_19941_10	NA
UHM145.35771__k141_67012_50	K22348
UHM145.35771__k141_67012_178	K01420
UHM145.35771__k141_112587_25	K02014
UHM145.35771__k141_38541_27	NA
UHM145.35771__k141_38541_91	K21574
UHM145.35771__k141_99275_75	NA
UHM145.35771__k141_112876_12	K01805
UHM145.35771__k141_85386_22	K04761
UHM145.35771__k141_85386_118	K18139
UHM145.35771__k141_104378_41	K18139
UHM145.35771__k141_90726_32	K21645
UHM145.35771__k141_90726_64	K07795
UHM145.35771__k141_90726_160	K07315
UHM145.35771__k141_53940_3	K02016
UHM145.35771__k141_146884_8	K03088
UHM145.35771__k141_68385_8	K01586
UHM145.35771__k141_128718_46	K01695
UHM145.35771__k141_91650_26	NA
UHM145.35771__k141_113991_25	K07407
UHM145.35771__k141_4538_78	K21394
UHM145.35771__k141_119839_25	K03406
UHM145.35771__k141_50448_19	K00666
UHM145.35771__k141_87352_266	NA
UHM145.35771__k141_64031_23	K07116
UHM145.35772__k141_127313_144	K06959
UHM145.35772__k141_127313_176	NA
UHM145.35772__k141_127313_400	K02014
UHM145.35772__k141_127313_752	K01358
UHM145.35772__k141_5007_75	K01719
UHM145.35772__k141_115490_172	K01895
UHM145.35772__k141_98318_33	NA
UHM145.35772__k141_98318_65	K00339
UHM145.35772__k141_81688_19	K09971
UHM145.35772__k141_73428_180	NA
UHM145.35772__k141_35601_151	NA
UHM145.35772__k141_61448_4	K07124
UHM145.35772__k141_19221_202	K02238
UHM145.35772__k141_67375_54	NA
UHM145.35772__k141_25235_516	K09458
UHM145.35772__k141_37415_206	NA
UHM145.35772__k141_37415_270	K10806
UHM145.35772__k141_37415_302	NA
UHM145.35773__k141_58500_10	NA
UHM145.35773__k141_58500_42	NA
UHM145.35773__k141_148258_18	NA
UHM145.35773__k141_190037_6	K06287
UHM145.35773__k141_9274_2	K05936
UHM145.35773__k141_240458_33	K20534
UHM145.35773__k141_241173_10	K03496
UHM145.35773__k141_52368_11	NA
UHM145.35773__k141_248347_2	NA
UHM145.35773__k141_191469_14	NA
UHM145.35773__k141_118457_20	NA
UHM145.35773__k141_92544_12	NA
UHM145.35773__k141_169403_23	K02341
UHM145.35773__k141_146158_27	K04091
UHM145.35773__k141_46673_23	K01993
UHM145.35773__k141_177536_2	K08169
UHM17.10826__k141_270_7	K03415
UHM17.10826__k141_370_35	NA
UHM17.10826__k141_19935_3	K01999
UHM17.10826__k141_246405_3	K00620
UHM17.10826__k141_116638_3	NA
UHM17.10826__k141_134309_16	NA
UHM17.10826__k141_124943_1	K02556
UHM17.10826__k141_239390_5	NA
UHM17.10826__k141_230687_90	NA
UHM17.10826__k141_42368_5	NA
UHM17.10826__k141_201801_5	NA
UHM17.10826__k141_50516_11	K06177
UHM17.10826__k141_13395_6	NA
UHM17.10826__k141_60489_25	K00661
UHM17.10826__k141_260312_11	NA
UHM17.10826__k141_242194_3	K06143
UHM17.10826__k141_235212_9	K03821
UHM17.10826__k141_177898_21	K08602
UHM17.10826__k141_301002_9	NA
UHM17.35739__k141_61399_16	NA
UHM17.35739__k141_67681_6	NA
UHM17.35739__k141_71180_30	K02501
UHM17.35739__k141_13272_23	NA
UHM17.35739__k141_33580_77	NA
UHM17.35739__k141_37085_40	NA
UHM17.35740__k141_53389_7	NA
UHM17.35740__k141_53389_39	K16509
UHM17.35740__k141_159976_28	K11890
UHM17.35740__k141_95120_86	K03585
UHM17.35740__k141_95120_86	K18295
UHM17.35740__k141_172476_81	NA
UHM17.35740__k141_30061_18	NA
UHM17.35740__k141_30061_50	K02031
UHM17.35740__k141_107902_13	K07650
UHM17.35740__k141_30776_18	NA
UHM17.35740__k141_2198_40	K00767
UHM17.35740__k141_149187_11	NA
UHM17.35740__k141_20058_29	K01995
UHM17.35740__k141_43535_30	NA
UHM17.35740__k141_68014_52	NA
UHM17.35740__k141_103900_31	NA
UHM17.35740__k141_61772_47	K01998
UHM17.35740__k141_61772_143	K02770
UHM17.35740__k141_61772_271	K07749
UHM17.35740__k141_50615_525	NA
UHM17.35740__k141_98875_21	NA
UHM17.35740__k141_146984_191	K07795
UHM17.35740__k141_11841_48	NA
UHM17.35740__k141_153269_44	K07795
UHM18.10827__k141_120673_1	K00799
UHM18.10827__k141_27429_13	K01854
UHM18.10827__k141_27429_45	K03481
UHM18.10827__k141_96601_30	NA
UHM18.10827__k141_92882_10	K02760
UHM18.10827__k141_29614_4	K07979
UHM18.35741__k141_72465_12	NA
UHM18.35741__k141_104150_3	K00335
UHM18.35741__k141_72736_2	K01304
UHM18.35741__k141_13930_2	K03790
UHM18.35741__k141_4943_30	K03701
UHM18.35741__k141_10210_6	K01641
UHM18.35741__k141_1453_4	NA
UHM18.35741__k141_76579_5	K00052
UHM18.35741__k141_25044_25	NA
UHM18.35741__k141_22465_1	NA
UHM18.35741__k141_139778_27	NA
UHM18.35741__k141_139778_59	NA
UHM18.35742__k141_144848_2	K01897
UHM18.35742__k141_90095_5	K02793
UHM18.35742__k141_97184_34	NA
UHM18.35742__k141_179757_1	NA
UHM18.35742__k141_180476_19	NA
UHM18.35742__k141_125312_2	K01999
UHM18.35742__k141_42800_94	K04074
UHM18.35742__k141_187787_1	K21699
UHM18.35742__k141_140752_2	K00858
UHM18.35742__k141_167699_3	K00773
UHM18.35742__k141_37703_3	K02659
UHM18.35742__k141_120536_7	K02906
UHM18.35742__k141_74544_1	NA
UHM18.35742__k141_95405_3	K01997
UHM18.35742__k141_178673_3	K02067
UHM18.35742__k141_144403_2	NA
UHM20.10828__k141_139715_8	K03518
UHM20.10828__k141_180524_10	K21084
UHM20.10828__k141_174553_18	K03566
UHM20.10828__k141_6321_3	K00763
UHM20.10828__k141_128440_14	K15270
UHM20.10828__k141_174757_8	K02335
UHM20.10828__k141_47290_1	NA
UHM20.10828__k141_29958_10	K16135
UHM20.10828__k141_100103_13	K07679
UHM20.10828__k141_82397_7	NA
UHM20.10828__k141_53462_6	K09786
UHM20.10828__k141_175636_12	K02018
UHM20.10828__k141_100647_8	K09773
UHM20.10828__k141_141479_7	NA
UHM20.10828__k141_100982_75	K12678
UHM20.10828__k141_147567_25	NA
UHM20.10828__k141_95850_2	NA
UHM20.10828__k141_136128_6	K03407
UHM20.10828__k141_3358_4	K21959
UHM20.10828__k141_166044_9	K03406
UHM20.10828__k141_115440_24	K11472
UHM20.35743__k141_120164_80	K03169
UHM20.35743__k141_120164_112	K07010
UHM20.35743__k141_16821_151	K00020
UHM20.35743__k141_16821_151	K08319
UHM20.35743__k141_63169_49	K00384
UHM20.35743__k141_42199_51	K17737
UHM20.35743__k141_58631_47	K02471
UHM20.35743__k141_2638_8	K02564
UHM20.35743__k141_105268_354	NA
UHM20.35743__k141_68337_11	K03566
UHM20.35743__k141_117686_45	NA
UHM20.35743__k141_89427_229	K01937
UHM20.35743__k141_49650_108	NA
UHM20.35743__k141_27200_263	K01039
UHM20.35743__k141_24201_64	K03215
UHM20.35743__k141_24201_96	K02072
UHM20.35743__k141_62024_211	NA
UHM20.35743__k141_16560_9	K01847
UHM20.35744__k141_52550_29	NA
UHM20.35744__k141_125254_113	K01902
UHM20.35744__k141_125254_113	K02907
UHM20.35744__k141_125254_145	K00052
UHM20.35744__k141_20526_32	NA
UHM20.35744__k141_40890_129	NA
UHM20.35744__k141_106477_18	NA
UHM20.35744__k141_171440_130	NA
UHM20.35744__k141_14063_65	K01903
UHM20.35744__k141_204584_82	K02014
UHM20.35744__k141_204584_82	K16088
UHM20.35744__k141_204584_178	K02014
