over1717.1710_UHM102.10840__k141_51827_1	K18555
overctl.1717_UHM125.35769__k141_263826_1	NA
overctl.1717_UHM17.10826__k141_249998_11	K07303
overctl.1717_UHM18.10827__k141_20250_1	NA
overctl.1717_UHM18.35742__k141_72941_9	K06041
overctl.1717_UHM22.35745__k141_63688_21	K07165
overctl.1717_UHM22.35747__k141_80029_1	NA
overctl.1717_UHM22.35747__k141_97901_8	K00956
overctl.1717_UHM27.10829__k141_124742_2	NA
overctl.1717_UHM27.10829__k141_42863_1	K00602
overctl.1717_UHM33.10831__k141_119890_70	K09386
overctl.1717_UHM36.35750__k141_105733_1	NA
overctl.1717_UHM38.10833__k141_47764_1	K07795
overctl.1717_UHM38.10833__k141_50527_1	K18893
overctl.1717_UHM38.10833__k141_21588_1	NA
overctl.1717_UHM40.10834__k141_30350_85	NA
overctl.1717_UHM40.35754__k141_67945_1	K07566
overctl.1717_UHM40.35754__k141_69667_1	NA
overctl.1717_UHM40.35755__k141_49138_4	NA
overctl.1717_UHM40.35755__k141_152380_8	NA
overctl.1717_UHM40.35755__k141_142523_34	K01337
overctl.1717_UHM40.35755__k141_3249_1	K07117
overctl.1717_UHM41.10835__k141_42624_313	NA
overctl.1717_UHM41.10835__k141_54351_97	NA
overctl.1717_UHM41.10835__k141_32862_41	K01434
overctl.1717_UHM41.35756__k141_37026_2	NA
overctl.1717_UHM44.10837__k141_20771_1	NA
overctl.1717_UHM45.10838__k141_18317_34	NA
overctl.1717_UHM45.35759__k141_41403_205	NA
overctl.1717_UHM72.35763__k141_4748_14	K07794
overctl.1717_UHM72.35763__k141_7526_6	NA
overctl.1717_UHM102.10840__k141_68987_1	K18446
overctl.1717_UHM102.10840__k141_39734_1	K11939
overctl.1717_UHM18.35742__k141_126050_3	NA
overctl.1717_UHM20.10828__k141_139715_24	K22041
overctl.1717_UHM20.35743__k141_16821_39	K10440
overctl.1717_UHM20.35743__k141_16821_39	K17214
overctl.1717_UHM22.35745__k141_71955_1	K03981
overctl.1717_UHM22.35747__k141_21127_77	K02400
overctl.1717_UHM22.35747__k141_52536_199	K03324
overctl.1717_UHM22.35747__k141_125838_188	K06861
overctl.1717_UHM27.10829__k141_11040_2	K00763
overctl.1717_UHM33.10831__k141_53809_278	K03406
overctl.1717_UHM33.10831__k141_104440_30	NA
overctl.1717_UHM33.10831__k141_108597_18	K15725
overctl.1717_UHM38.10833__k141_50527_2	K03710
overctl.1717_UHM38.10833__k141_31372_1	NA
overctl.1717_UHM38.35752__k141_238976_1	NA
overctl.1717_UHM38.35753__k141_249412_24	K03572
overctl.1717_UHM40.35754__k141_32675_1	NA
overctl.1717_UHM40.35754__k141_119463_3	NA
overctl.1717_UHM40.35755__k141_68390_44	NA
overctl.1717_UHM40.35755__k141_26451_53	NA
overctl.1717_UHM41.10835__k141_53392_2	NA
overctl.1717_UHM41.35756__k141_111098_1	K04083
overctl.1717_UHM41.35756__k141_56324_2	NA
overctl.1717_UHM41.35756__k141_60833_1	K00450
overctl.1717_UHM41.35756__k141_82053_3	K20034
overctl.1717_UHM44.10837__k141_16748_1	K01458
overctl.1717_UHM72.35762__k141_95400_217	K03168
overctl.1717_UHM72.35763__k141_37228_38	NA
overctl.1717_UHM72.35764__k141_165267_200	K07290
overctl.1717_UHM102.10840__k141_96683_1	K03406
overctl.1717_UHM102.10840__k141_93894_1	K03299
overctl.1717_UHM102.35766__k141_168469_3	K01719
overctl.1717_UHM145.35773__k141_224588_11	K03833
overctl.1717_UHM17.10826__k141_227665_11	K11927
overctl.1717_UHM17.10826__k141_81599_1	K14415
overctl.1717_UHM17.35740__k141_61772_64	K21677
overctl.1717_UHM18.10827__k141_111952_2	NA
overctl.1717_UHM18.10827__k141_96876_2	K01760
overctl.1717_UHM18.35741__k141_90906_1	K11720
overctl.1717_UHM18.35741__k141_129565_1	K15633
overctl.1717_UHM18.35742__k141_125859_2	K03646
overctl.1717_UHM18.35742__k141_202804_1	K00954
overctl.1717_UHM20.10828__k141_121072_1	K02500
overctl.1717_UHM20.35743__k141_75001_20	NA
overctl.1717_UHM20.35743__k141_17621_320	NA
overctl.1717_UHM22.35747__k141_2578_11	NA
overctl.1717_UHM33.10831__k141_21866_12	K02014
overctl.1717_UHM33.10831__k141_59412_94	NA
overctl.1717_UHM36.35750__k141_58241_332	K02994
overctl.1717_UHM38.10833__k141_11104_1	K08973
overctl.1717_UHM38.10833__k141_45303_5	K00029
overctl.1717_UHM38.10833__k141_6423_2	K00390
overctl.1717_UHM38.10833__k141_53827_1	NA
overctl.1717_UHM38.10833__k141_34218_1	K18335
overctl.1717_UHM38.35752__k141_135331_19	K00600
overctl.1717_UHM38.35752__k141_68385_28	K23256
overctl.1717_UHM38.35753__k141_70834_6	K07795
overctl.1717_UHM38.35753__k141_132695_1	K03555
overctl.1717_UHM40.10834__k141_115540_1	K00382
overctl.1717_UHM40.10834__k141_118477_2	NA
overctl.1717_UHM40.35754__k141_17650_1	K08972
overctl.1717_UHM40.35754__k141_61537_2	NA
overctl.1717_UHM40.35754__k141_22637_1	K03777
overctl.1717_UHM40.35754__k141_10456_1	K03565
overctl.1717_UHM40.35755__k141_40388_1	NA
overctl.1717_UHM41.10835__k141_29066_180	NA
overctl.1717_UHM41.35756__k141_47602_1	K06048
overctl.1717_UHM41.35757__k141_106730_1	K16264
overctl.1717_UHM44.10837__k141_17268_1	K01735
overctl.1717_UHM44.10837__k141_24255_1	K03406
overctl.1717_UHM45.10838__k141_35185_118	K02112
overctl.1717_UHM45.35758__k141_52506_5	K03556
overctl.1717_UHM56.35761__k141_190021_1	NA
overctl.1717_UHM72.35764__k141_159305_13	K02168
overctl.1717_UHM102.10840__k141_95859_2	K01495
overctl.1717_UHM125.35770__k141_35713_10	NA
overctl.1717_UHM17.10826__k141_145770_1	NA
overctl.1717_UHM17.35740__k141_61772_65	K02291
overctl.1717_UHM18.10827__k141_13780_1	K00275
overctl.1717_UHM18.10827__k141_92223_1	K17752
overctl.1717_UHM18.35741__k141_48373_1	NA
overctl.1717_UHM20.10828__k141_152254_1	K01662
overctl.1717_UHM20.10828__k141_85101_19	NA
overctl.1717_UHM22.35745__k141_49905_6	K01872
overctl.1717_UHM22.35746__k141_9855_32	K03338
overctl.1717_UHM22.35747__k141_116763_32	K03406
overctl.1717_UHM22.35747__k141_52536_265	NA
overctl.1717_UHM27.10829__k141_124828_8	K19302
overctl.1717_UHM27.10829__k141_101772_1	K06998
overctl.1717_UHM33.10831__k141_108597_84	K02558
overctl.1717_UHM33.10831__k141_38576_25	NA
overctl.1717_UHM36.10832__k141_49558_2	NA
overctl.1717_UHM38.10833__k141_52270_1	K01704
overctl.1717_UHM38.35752__k141_61158_2	K14161
overctl.1717_UHM38.35752__k141_5677_19	K02010
overctl.1717_UHM40.10834__k141_88401_3	NA
overctl.1717_UHM40.35754__k141_8671_1	K02836
overctl.1717_UHM40.35755__k141_55217_194	K07795
overctl.1717_UHM40.35755__k141_109268_5	K07795
overctl.1717_UHM40.35755__k141_117036_2	K00616
overctl.1717_UHM41.10835__k141_69402_1	NA
overctl.1717_UHM41.35756__k141_4255_1	K20455
overctl.1717_UHM41.35756__k141_44739_1	NA
overctl.1717_UHM41.35756__k141_17530_1	K06006
overctl.1717_UHM41.35757__k141_99593_1	K07063
overctl.1717_UHM45.10838__k141_20138_21	NA
overctl.1717_UHM72.35764__k141_107496_149	NA
overctl.1717_UHM102.10840__k141_81121_1	NA
overctl.1717_UHM102.10840__k141_61635_1	K03312
overctl.1717_UHM102.10840__k141_68206_2	K14057
overctl.1717_UHM125.35768__k141_109762_1	NA
overctl.1717_UHM125.35769__k141_79950_5	K06442
overctl.1717_UHM18.10827__k141_78636_2	NA
overctl.1717_UHM18.35742__k141_100413_2	K11749
overctl.1717_UHM18.35742__k141_107720_5	K17763
overctl.1717_UHM20.35743__k141_117686_64	K01687
overctl.1717_UHM20.35744__k141_148767_30	NA
overctl.1717_UHM22.35745__k141_2406_12	K24012
overctl.1717_UHM22.35745__k141_121518_11	NA
overctl.1717_UHM22.35745__k141_60579_324	NA
overctl.1717_UHM22.35747__k141_9504_5	K16267
overctl.1717_UHM22.35747__k141_81600_2	NA
overctl.1717_UHM31.35748__k141_109362_1	K02668
overctl.1717_UHM33.10831__k141_126973_35	NA
overctl.1717_UHM38.10833__k141_35231_1	K06953
overctl.1717_UHM38.10833__k141_20166_1	K03559
overctl.1717_UHM38.10833__k141_38553_1	NA
overctl.1717_UHM38.35752__k141_25029_19	K05895
overctl.1717_UHM40.35754__k141_38318_1	K16165
overctl.1717_UHM40.35754__k141_12752_2	NA
overctl.1717_UHM40.35754__k141_107904_1	K15738
overctl.1717_UHM40.35755__k141_83268_42	K09889
overctl.1717_UHM40.35755__k141_55736_1	K00355
overctl.1717_UHM41.35756__k141_67661_8	NA
overctl.1717_UHM41.35756__k141_112489_1	K02503
overctl.1717_UHM41.35756__k141_53464_1	NA
overctl.1717_UHM41.35757__k141_131755_1	NA
overctl.1717_UHM56.10839__k141_78820_48	K02337
overctl.1717_UHM72.35764__k141_29724_127	K10764
overctl.1717_UHM102.10840__k141_68084_2	K07165
overctl.1717_UHM102.10840__k141_103149_1	K00147
overctl.1717_UHM102.10840__k141_45792_3	NA
overctl.1717_UHM102.10840__k141_29947_2	NA
overctl.1717_UHM125.35768__k141_12396_2	NA
overctl.1717_UHM145.35773__k141_173009_2	K02259
overctl.1717_UHM18.10827__k141_77999_1	NA
overctl.1717_UHM18.35741__k141_126638_1	NA
overctl.1717_UHM18.35741__k141_128059_2	K07552
overctl.1717_UHM18.35741__k141_79975_1	NA
overctl.1717_UHM18.35742__k141_179327_1	K23187
overctl.1717_UHM18.35742__k141_197902_1	K05799
overctl.1717_UHM20.35743__k141_16821_11	K13587
overctl.1717_UHM20.35743__k141_116270_59	NA
overctl.1717_UHM20.35743__k141_105268_310	K17247
overctl.1717_UHM27.10829__k141_37825_1	K03088
overctl.1717_UHM27.10829__k141_27039_2	NA
overctl.1717_UHM31.35748__k141_56664_3	K04517
overctl.1717_UHM31.35748__k141_108611_1	NA
overctl.1717_UHM33.10831__k141_70952_67	NA
overctl.1717_UHM33.10831__k141_63069_37	K02014
overctl.1717_UHM33.10831__k141_63069_37	K16092
overctl.1717_UHM38.10833__k141_410_2	NA
overctl.1717_UHM38.10833__k141_47914_2	K03569
overctl.1717_UHM38.35752__k141_7862_89	K00525
overctl.1717_UHM38.35753__k141_249412_28	K18903
overctl.1717_UHM38.35753__k141_13017_14	NA
overctl.1717_UHM40.35754__k141_62630_3	K03673
overctl.1717_UHM40.35754__k141_41379_1	NA
overctl.1717_UHM40.35754__k141_21724_2	NA
overctl.1717_UHM40.35754__k141_126338_2	K07795
overctl.1717_UHM41.10835__k141_52003_178	K07795
overctl.1717_UHM41.35756__k141_1187_2	K22522
overctl.1717_UHM41.35757__k141_157912_2	K02461
overctl.1717_UHM44.10837__k141_51291_2	K01644
overctl.1717_UHM45.35758__k141_106470_46	NA
overctl.1717_UHM102.10840__k141_27395_1	NA
overctl.1717_UHM125.35770__k141_221926_1	K03719
overctl.1717_UHM18.35742__k141_136060_1	K01256
overctl.1717_UHM18.35742__k141_211501_7	K08227
overctl.1717_UHM22.35747__k141_28963_3	NA
overctl.1717_UHM22.35747__k141_117144_57	NA
overctl.1717_UHM22.35747__k141_42361_691	K03296
overctl.1717_UHM27.10829__k141_95875_2	NA
overctl.1717_UHM31.35748__k141_60430_1	K07795
overctl.1717_UHM31.35749__k141_165894_106	NA
overctl.1717_UHM33.10831__k141_117353_31	K01999
overctl.1717_UHM36.35750__k141_55800_10	NA
overctl.1717_UHM38.10833__k141_13245_1	K00111
overctl.1717_UHM38.10833__k141_32776_3	K02012
overctl.1717_UHM38.10833__k141_35773_1	K03593
overctl.1717_UHM38.10833__k141_40376_1	K01879
overctl.1717_UHM38.35752__k141_26863_1	K03325
overctl.1717_UHM38.35752__k141_148507_1	NA
overctl.1717_UHM72.35762__k141_29069_2	NA
overctl.1717_UHM72.35764__k141_50847_45	K02528
overctl.1717_UHM102.10840__k141_22084_2	K11690
overctl.1717_UHM102.10840__k141_91873_1	NA
overctl.1717_UHM102.35766__k141_124802_1	NA
overctl.1717_UHM125.35769__k141_31572_67	K03412
overctl.1717_UHM125.35770__k141_20541_32	K06193
overctl.1717_UHM125.35770__k141_257633_17	K01644
overctl.1717_UHM17.10826__k141_227780_155	K07636
overctl.1717_UHM18.35741__k141_5716_2	NA
overctl.1717_UHM18.35741__k141_42685_4	K03189
overctl.1717_UHM18.35742__k141_41937_1	NA
overctl.1717_UHM18.35742__k141_54383_68	K01697
overctl.1717_UHM20.10828__k141_1116_1	K03190
overctl.1717_UHM20.35743__k141_111831_1	K00053
overctl.1717_UHM20.35743__k141_66582_10	NA
overctl.1717_UHM20.35744__k141_135470_1	K03500
overctl.1717_UHM20.35744__k141_156762_2	NA
overctl.1717_UHM22.35745__k141_2114_1	K01042
overctl.1717_UHM22.35746__k141_149942_70	K07687
overctl.1717_UHM22.35746__k141_29543_148	NA
overctl.1717_UHM27.10829__k141_26971_1	K03088
overctl.1717_UHM27.10829__k141_26971_1	K23514
overctl.1717_UHM27.10829__k141_51185_1	K00029
overctl.1717_UHM31.35748__k141_24462_1	K03437
overctl.1717_UHM33.10831__k141_87362_41	K11527
overctl.1717_UHM33.10831__k141_71025_155	K02071
overctl.1717_UHM33.10831__k141_59412_35	K03098
overctl.1717_UHM38.10833__k141_24366_1	NA
overctl.1717_UHM38.35752__k141_183528_4	K02042
overctl.1717_UHM38.35752__k141_155666_6	NA
overctl.1717_UHM38.35753__k141_28023_14	K09790
overctl.1717_UHM40.35754__k141_72524_1	NA
overctl.1717_UHM40.35754__k141_63556_1	NA
overctl.1717_UHM40.35754__k141_94210_13	K05921
overctl.1717_UHM40.35755__k141_49397_22	K03975
overctl.1717_UHM40.35755__k141_55217_198	K09788
overctl.1717_UHM40.35755__k141_25256_4	K10914
overctl.1717_UHM40.35755__k141_105921_30	NA
overctl.1717_UHM41.10835__k141_16066_21	NA
overctl.1717_UHM72.35762__k141_24381_133	K06596
overctl.1717_UHM72.35764__k141_50847_46	K03623
overctl.1717_UHM102.10840__k141_102248_1	K01640
overctl.1717_UHM102.10840__k141_96448_3	K03088
overctl.1717_UHM125.35769__k141_227464_1	K05520
overctl.1717_UHM125.35770__k141_264853_1	K02346
overctl.1717_UHM18.10827__k141_386_1	K07152
overctl.1717_UHM18.35742__k141_40220_2	NA
overctl.1717_UHM20.10828__k141_168743_10	NA
overctl.1717_UHM20.35743__k141_53863_23	NA
overctl.1717_UHM20.35743__k141_89427_348	K07175
overctl.1717_UHM20.35744__k141_59089_9	K19304
overctl.1717_UHM20.35744__k141_61035_76	K01998
overctl.1717_UHM20.35744__k141_61035_76	K15866
overctl.1717_UHM22.35747__k141_116763_37	K22476
overctl.1717_UHM27.10829__k141_135026_3	K00595
overctl.1717_UHM27.10829__k141_18745_2	K00611
overctl.1717_UHM27.10829__k141_57664_1	K15553
overctl.1717_UHM31.35749__k141_162852_2	K11249
overctl.1717_UHM33.10831__k141_53809_253	K02343
overctl.1717_UHM33.10831__k141_105119_14	K03654
overctl.1717_UHM36.10832__k141_112416_1	K00615
overctl.1717_UHM36.35750__k141_40353_4	NA
overctl.1717_UHM38.10833__k141_50819_3	K02372
overctl.1717_UHM38.10833__k141_50819_3	K02536
overctl.1717_UHM38.10833__k141_14199_1	K02836
overctl.1717_UHM38.35752__k141_143031_11	K01869
overctl.1717_UHM38.35752__k141_69108_7	K00768
overctl.1717_UHM38.35753__k141_120923_2	K00240
overctl.1717_UHM40.10834__k141_120181_1	K01893
overctl.1717_UHM40.35754__k141_17924_3	K13633
overctl.1717_UHM40.35754__k141_90660_1	NA
overctl.1717_UHM40.35755__k141_39709_1	K00574
overctl.1717_UHM41.10835__k141_56407_102	NA
overctl.1717_UHM41.35757__k141_146403_1	NA
overctl.1717_UHM45.10838__k141_5510_175	NA
overctl.1717_UHM72.35762__k141_116162_187	K18979
overctl.1717_UHM145.35771__k141_57749_16	K05833
overctl.1717_UHM17.10826__k141_217209_1	K02422
overctl.1717_UHM18.10827__k141_126143_1	K00806
overctl.1717_UHM18.10827__k141_124199_1	K01856
overctl.1717_UHM18.35741__k141_2251_2	K01689
overctl.1717_UHM18.35741__k141_2251_2	K07181
overctl.1717_UHM20.35744__k141_209451_3	NA
overctl.1717_UHM22.35745__k141_102871_8	K13794
overctl.1717_UHM22.35745__k141_102871_8	K19338
overctl.1717_UHM22.35745__k141_113339_1	NA
overctl.1717_UHM22.35746__k141_19642_4	NA
overctl.1717_UHM22.35747__k141_16306_2	K19713
overctl.1717_UHM27.10829__k141_6299_1	K04564
overctl.1717_UHM27.10829__k141_88131_1	K18029
overctl.1717_UHM31.35748__k141_43826_1	K03574
overctl.1717_UHM31.35748__k141_43826_1	K13522
overctl.1717_UHM33.10831__k141_112702_53	K13283
overctl.1717_UHM33.10831__k141_113801_18	NA
overctl.1717_UHM38.10833__k141_40879_1	K00797
overctl.1717_UHM38.35752__k141_45874_20	NA
overctl.1717_UHM38.35752__k141_204901_63	K01939
overctl.1717_UHM38.35753__k141_145482_1	NA
overctl.1717_UHM38.35753__k141_201011_1	K01007
overctl.1717_UHM38.35753__k141_35171_11	K02421
overctl.1717_UHM40.35754__k141_13445_1	K05799
overctl.1717_UHM40.35754__k141_36271_5	NA
overctl.1717_UHM40.35755__k141_83268_15	K00135
overctl.1717_UHM40.35755__k141_73917_4	K02671
overctl.1717_UHM40.35755__k141_90295_82	NA
overctl.1717_UHM41.10835__k141_16066_119	NA
overctl.1717_UHM41.35756__k141_49494_2	K03699
overctl.1717_UHM72.35762__k141_101282_116	K01113
overctl.1717_UHM72.35763__k141_43581_7	NA
overctl.1717_UHM102.10840__k141_99501_1	NA
overctl.1717_UHM102.35766__k141_80549_1	K19693
overctl.1717_UHM145.35773__k141_27435_1	K02663
overctl.1717_UHM17.10826__k141_246248_1	K00412
overctl.1717_UHM17.10826__k141_246248_1	K02635
overctl.1717_UHM17.10826__k141_246248_1	K03887
overctl.1717_UHM17.10826__k141_222296_1	K00957
overctl.1717_UHM18.35741__k141_101934_1	K01912
overctl.1717_UHM20.10828__k141_75529_1	K07006
overctl.1717_UHM22.35745__k141_111184_34	K08305
overctl.1717_UHM22.35747__k141_52536_176	K03466
overctl.1717_UHM27.10829__k141_148146_2	K02895
overctl.1717_UHM31.35748__k141_43828_1	K07164
overctl.1717_UHM33.10831__k141_6553_19	K08300
overctl.1717_UHM33.10831__k141_18901_12	K00992
overctl.1717_UHM36.35750__k141_32077_2	K03521
overctl.1717_UHM38.10833__k141_21860_1	K04760
overctl.1717_UHM38.10833__k141_48629_2	K15012
overctl.1717_UHM38.35753__k141_115563_3	K15725
overctl.1717_UHM38.35753__k141_156576_12	K09883
overctl.1717_UHM40.35754__k141_57243_2	K09983
overctl.1717_UHM40.35754__k141_87938_2	NA
overctl.1717_UHM40.35754__k141_73255_1	K09808
overctl.1717_UHM40.35754__k141_117792_1	NA
overctl.1717_UHM40.35754__k141_21366_2	K03722
overctl.1717_UHM40.35755__k141_107747_335	K12243
overctl.1717_UHM40.35755__k141_123229_42	K08358
overctl.1717_UHM41.35756__k141_111649_1	K07795
overctl.1717_UHM41.35756__k141_16720_1	NA
overctl.1717_UHM41.35756__k141_72984_2	K01995
overctl.1717_UHM41.35756__k141_53186_1	NA
overctl.1717_UHM41.35757__k141_22231_2	NA
overctl.1717_UHM41.35757__k141_125217_3	K00759
overctl.1717_UHM102.10840__k141_10875_2	NA
overctl.1717_UHM102.10840__k141_18595_1	K02066
overctl.1717_UHM102.35767__k141_107765_1	K18013
overctl.1717_UHM125.35769__k141_47291_48	K03657
overctl.1717_UHM18.10827__k141_35280_1	NA
overctl.1717_UHM18.35741__k141_114938_1	K00344
overctl.1717_UHM18.35741__k141_30265_1	K17321
overctl.1717_UHM18.35742__k141_168936_2	K06182
overctl.1717_UHM20.10828__k141_136304_10	NA
overctl.1717_UHM22.35747__k141_61751_9	K07240
overctl.1717_UHM22.35747__k141_85716_7	K07240
overctl.1717_UHM27.10829__k141_50480_1	K00526
overctl.1717_UHM27.10829__k141_27559_2	K19591
overctl.1717_UHM38.35752__k141_45874_22	K13043
overctl.1717_UHM40.35754__k141_62120_2	NA
overctl.1717_UHM40.35754__k141_124289_2	K01077
overctl.1717_UHM40.35754__k141_75447_1	NA
overctl.1717_UHM40.35754__k141_37079_1	K07448
overctl.1717_UHM40.35754__k141_137381_2	NA
overctl.1717_UHM40.35755__k141_60760_30	K02014
overctl.1717_UHM41.10835__k141_45011_41	NA
overctl.1717_UHM41.35757__k141_52722_22	K00381
overctl.1717_UHM56.35761__k141_88099_1	NA
overctl.1717_UHM102.10840__k141_35943_1	K00566
overctl.1717_UHM145.35771__k141_65236_20	K03046
overctl.1717_UHM145.35772__k141_102139_53	K04043
overctl.1717_UHM17.10826__k141_238090_8	K05366
overctl.1717_UHM18.10827__k141_140491_3	K02033
overctl.1717_UHM18.35742__k141_2800_2	K01878
overctl.1717_UHM18.35742__k141_32828_1	K26182
overctl.1717_UHM20.10828__k141_81999_1	K03711
overctl.1717_UHM22.35746__k141_111883_13	K11711
overctl.1717_UHM22.35746__k141_111883_13	K14986
overctl.1717_UHM27.10829__k141_110753_2	K08305
overctl.1717_UHM27.10829__k141_144483_2	NA
overctl.1717_UHM31.35748__k141_92345_2	NA
overctl.1717_UHM36.35751__k141_19574_1	NA
overctl.1717_UHM38.10833__k141_28895_5	K02013
overctl.1717_UHM38.10833__k141_28895_5	K25285
overctl.1717_UHM38.35753__k141_120923_6	NA
overctl.1717_UHM38.35753__k141_96591_2	NA
overctl.1717_UHM40.35754__k141_122867_4	NA
overctl.1717_UHM40.35754__k141_46284_2	NA
overctl.1717_UHM40.35754__k141_82063_1	NA
overctl.1717_UHM40.35754__k141_134241_2	NA
overctl.1717_UHM41.35756__k141_51801_1	NA
overctl.1717_UHM44.10837__k141_41899_3	K01609
overctl.1717_UHM44.10837__k141_38803_2	K01834
overctl.1717_UHM72.35764__k141_5703_8	K03043
overctl.1717_UHM102.10840__k141_57848_2	K01091
overctl.1717_UHM125.35770__k141_283728_103	K01031
overctl.1717_UHM145.35771__k141_28075_44	K01687
overctl.1717_UHM145.35771__k141_139538_50	K02434
overctl.1717_UHM145.35773__k141_219263_232	K00058
overctl.1717_UHM17.10826__k141_79428_11	NA
overctl.1717_UHM18.10827__k141_5281_1	K07068
overctl.1717_UHM18.35742__k141_13271_2	K16135
overctl.1717_UHM20.10828__k141_141444_1	K18289
overctl.1717_UHM22.35747__k141_61168_57	NA
overctl.1717_UHM22.35747__k141_42361_858	K01755
overctl.1717_UHM27.10829__k141_130424_1	K24204
overctl.1717_UHM38.10833__k141_20465_1	K09958
overctl.1717_UHM38.35753__k141_190835_1	NA
overctl.1717_UHM40.35754__k141_71171_1	NA
overctl.1717_UHM40.35754__k141_41668_1	K07641
overctl.1717_UHM40.35755__k141_68390_24	K15726
overctl.1717_UHM41.35756__k141_63439_2	K00832
overctl.1717_UHM41.35756__k141_124433_2	NA
overctl.1717_UHM44.10837__k141_21657_1	K00645
overctl.1717_UHM72.35763__k141_7586_82	K03406
overctl.1717_UHM102.35766__k141_66682_2	K03699
overctl.1717_UHM125.35770__k141_90648_1	NA
overctl.1717_UHM17.10826__k141_85182_6	NA
overctl.1717_UHM17.35739__k141_5157_1	NA
overctl.1717_UHM18.10827__k141_56487_1	NA
overctl.1717_UHM18.35741__k141_39645_2	K07141
overctl.1717_UHM18.35742__k141_34561_1	K21420
overctl.1717_UHM18.35742__k141_113254_24	K11103
overctl.1717_UHM18.35742__k141_86551_2	K06920
overctl.1717_UHM20.35744__k141_111814_1	NA
overctl.1717_UHM22.35746__k141_151415_1	NA
overctl.1717_UHM22.35747__k141_9906_21	NA
overctl.1717_UHM27.10829__k141_90202_2	K03088
overctl.1717_UHM27.10829__k141_27206_2	NA
overctl.1717_UHM31.35748__k141_91793_5	NA
overctl.1717_UHM33.10831__k141_70721_63	K03642
overctl.1717_UHM33.10831__k141_37764_33	NA
overctl.1717_UHM38.10833__k141_51302_1	NA
overctl.1717_UHM38.10833__k141_49739_1	NA
overctl.1717_UHM40.35754__k141_74217_3	NA
overctl.1717_UHM40.35755__k141_122974_59	NA
overctl.1717_UHM40.35755__k141_51932_21	K07795
overctl.1717_UHM41.35756__k141_76355_120	K05367
overctl.1717_UHM45.35759__k141_66971_1	NA
overctl.1717_UHM56.35761__k141_163273_1	K06958
overctl.1717_UHM72.35764__k141_150738_1	K07677
overctl.1717_UHM102.10840__k141_34031_1	K18297
overctl.1717_UHM102.10840__k141_99828_1	K07238
overctl.1717_UHM102.10840__k141_31600_1	K01032
overctl.1717_UHM102.10840__k141_32889_3	K10003
overctl.1717_UHM102.35766__k141_54910_1	NA
overctl.1717_UHM102.35766__k141_2057_1	K03696
overctl.1717_UHM17.10826__k141_104687_6	K06132
overctl.1717_UHM18.35742__k141_96950_1	K17879
overctl.1717_UHM20.35743__k141_128363_36	K01903
overctl.1717_UHM20.35743__k141_90921_2	K18707
overctl.1717_UHM27.10829__k141_23681_3	NA
overctl.1717_UHM27.10829__k141_122713_2	K08223
overctl.1717_UHM27.10829__k141_86023_1	NA
overctl.1717_UHM33.10831__k141_37764_34	NA
overctl.1717_UHM33.10831__k141_29928_6	K21645
overctl.1717_UHM33.10831__k141_119804_182	NA
overctl.1717_UHM38.10833__k141_51_1	NA
overctl.1717_UHM38.10833__k141_65322_1	NA
overctl.1717_UHM38.10833__k141_33171_1	K02806
overctl.1717_UHM38.10833__k141_17200_1	NA
overctl.1717_UHM38.35753__k141_150596_7	K11959
overctl.1717_UHM38.35753__k141_239727_1	K18900
overctl.1717_UHM41.35756__k141_2339_9	K01808
overctl.1717_UHM41.35757__k141_115858_1	NA
overctl.1717_UHM45.35759__k141_65319_8	NA
overctl.1717_UHM72.35763__k141_8201_17	K05595
overctl.1717_UHM72.35764__k141_21517_28	K07677
overctl.1717_UHM72.35764__k141_21517_28	K07679
underctl.1717_UHM102.35765__k141_44818_162	NA
underctl.1717_UHM102.35766__k141_35154_102	K07447
underctl.1717_UHM102.35767__k141_49600_93	NA
underctl.1717_UHM102.35767__k141_136666_93	NA
underctl.1717_UHM125.35768__k141_97908_49	K03702
underctl.1717_UHM125.35768__k141_154779_57	NA
underctl.1717_UHM125.35768__k141_158109_184	NA
underctl.1717_UHM125.35769__k141_116773_2	K07448
underctl.1717_UHM125.35769__k141_19257_2	K06186
underctl.1717_UHM125.35769__k141_38392_19	NA
underctl.1717_UHM125.35769__k141_30988_53	NA
underctl.1717_UHM125.35769__k141_266778_1	NA
underctl.1717_UHM125.35769__k141_53572_2	K02233
underctl.1717_UHM125.35770__k141_40696_40	NA
underctl.1717_UHM125.35770__k141_81730_133	K01176
underctl.1717_UHM125.35770__k141_81730_133	K01200
underctl.1717_UHM125.35770__k141_116528_24	K08300
underctl.1717_UHM125.35770__k141_302838_220	K03727
underctl.1717_UHM145.35771__k141_10742_141	K00335
underctl.1717_UHM145.35771__k141_71861_314	NA
underctl.1717_UHM145.35771__k141_95261_7	K03188
underctl.1717_UHM145.35772__k141_41440_156	K18303
underctl.1717_UHM145.35772__k141_33013_402	K02390
underctl.1717_UHM145.35773__k141_148005_39	K09461
underctl.1717_UHM145.35773__k141_214690_121	NA
underctl.1717_UHM145.35773__k141_214690_217	K03595
underctl.1717_UHM145.35773__k141_214690_313	K01996
underctl.1717_UHM145.35773__k141_132828_13	K01999
underctl.1717_UHM145.35773__k141_232858_93	K07345
underctl.1717_UHM145.35773__k141_5351_34	NA
underctl.1717_UHM145.35773__k141_5351_130	K00372
underctl.1717_UHM145.35773__k141_5351_290	K06923
